umap_x,umap_y,cluster,model
8.992383,4.844432,0,KMeans
10.984029,9.206792,0,KMeans
6.5480046,3.0156157,2,KMeans
10.341903,3.5548162,0,KMeans
10.190916,1.4827963,3,KMeans
10.060256,-0.02282979,3,KMeans
9.34189,-0.70896536,3,KMeans
8.279091,8.191135,0,KMeans
10.468347,4.775245,0,KMeans
11.685578,9.375407,2,KMeans
12.896236,0.5356974,2,KMeans
13.601733,12.890103,2,KMeans
9.899458,8.439317,0,KMeans
9.090507,10.080421,2,KMeans
10.249202,0.35341272,3,KMeans
9.903365,3.6600635,0,KMeans
8.103106,4.8921943,0,KMeans
8.662523,9.349895,0,KMeans
6.7792363,9.843849,2,KMeans
8.274788,7.4622583,0,KMeans
11.301482,2.0996518,3,KMeans
12.353657,2.2990303,3,KMeans
9.049719,10.223516,2,KMeans
9.956371,8.826733,0,KMeans
11.011348,0.31414708,3,KMeans
11.8189945,9.359988,2,KMeans
11.062624,5.011944,0,KMeans
9.199868,7.712249,0,KMeans
11.093686,7.4702125,0,KMeans
10.520294,7.861548,0,KMeans
8.449234,9.656761,0,KMeans
10.038307,5.560295,0,KMeans
7.752098,5.5803504,0,KMeans
12.126637,0.86787915,3,KMeans
9.617253,3.6228476,0,KMeans
11.787048,3.2222638,3,KMeans
9.885066,6.244534,0,KMeans
4.640646,2.40599,1,KMeans
6.2412076,2.8508418,1,KMeans
8.964847,1.1496787,3,KMeans
9.207559,11.125908,2,KMeans
9.974067,6.4471755,0,KMeans
12.660549,-0.44037366,3,KMeans
11.435477,2.1226923,3,KMeans
8.989615,3.885444,0,KMeans
12.223072,1.98096,3,KMeans
9.698643,7.8197446,0,KMeans
10.387852,4.7021255,0,KMeans
10.654256,2.3291469,3,KMeans
13.024889,10.262192,2,KMeans
8.613594,8.333103,0,KMeans
8.544999,10.482167,2,KMeans
11.250206,-0.129713,3,KMeans
11.902393,0.14954536,3,KMeans
9.029065,8.842479,0,KMeans
8.265857,6.9466934,0,KMeans
11.108061,8.9398,0,KMeans
7.717252,8.064959,0,KMeans
9.096541,2.4847581,3,KMeans
11.002747,3.8958607,0,KMeans
9.244016,-0.55059,3,KMeans
12.681673,9.313316,2,KMeans
10.93561,5.5291505,0,KMeans
11.769978,12.070397,2,KMeans
8.778157,6.6162024,0,KMeans
8.518037,3.6923254,0,KMeans
8.700562,4.305714,0,KMeans
9.689244,7.820073,0,KMeans
10.978007,11.257434,2,KMeans
12.110659,12.488703,2,KMeans
11.954702,2.3818898,3,KMeans
8.208402,10.265419,2,KMeans
12.1134815,3.3536575,2,KMeans
11.528745,8.676065,0,KMeans
9.009499,4.994265,0,KMeans
8.538143,7.158339,0,KMeans
10.568085,5.0118327,0,KMeans
12.544613,9.967455,2,KMeans
8.508954,9.475936,0,KMeans
12.121119,12.062684,2,KMeans
9.2247925,4.4509244,0,KMeans
10.5415325,9.771373,2,KMeans
6.7830977,8.9035425,0,KMeans
10.447251,11.0187845,2,KMeans
11.865551,11.292079,2,KMeans
9.687723,1.8501458,3,KMeans
9.661723,7.370625,0,KMeans
12.271504,-0.80403525,3,KMeans
9.413036,3.481046,0,KMeans
12.568066,11.785328,2,KMeans
13.570572,13.588427,2,KMeans
12.653186,10.944668,2,KMeans
10.484805,11.45143,2,KMeans
11.913867,0.7080493,3,KMeans
11.821714,0.74261665,3,KMeans
9.692105,7.182919,0,KMeans
9.593049,-0.7213983,3,KMeans
11.704916,3.3095932,0,KMeans
12.205295,1.9957231,3,KMeans
12.657044,11.0252285,2,KMeans
10.219808,-0.90650827,3,KMeans
13.013318,13.797925,2,KMeans
13.289889,11.374837,2,KMeans
10.157908,10.913867,2,KMeans
10.881411,5.581872,0,KMeans
10.956121,5.2985563,0,KMeans
9.842252,10.363101,2,KMeans
11.069803,3.0182743,3,KMeans
10.61573,1.4704925,3,KMeans
8.010461,6.418381,0,KMeans
12.44855,13.853488,2,KMeans
9.252148,3.1093645,0,KMeans
10.932321,2.249022,3,KMeans
9.3186655,3.0066626,0,KMeans
7.869659,10.202695,2,KMeans
9.756875,10.290018,2,KMeans
8.856259,2.153812,3,KMeans
9.883696,0.14622402,3,KMeans
11.413266,2.2115247,3,KMeans
7.7486377,7.580872,0,KMeans
6.774128,3.0874958,0,KMeans
13.413324,12.434788,2,KMeans
8.719698,-0.9631428,3,KMeans
13.529803,13.515991,2,KMeans
10.818529,5.859061,0,KMeans
9.070947,7.228699,0,KMeans
9.759491,10.353775,2,KMeans
9.742629,11.795697,2,KMeans
10.489743,3.636656,0,KMeans
10.11142,4.409553,0,KMeans
11.002483,8.510555,0,KMeans
11.83594,10.689779,2,KMeans
12.440377,-0.26474833,3,KMeans
12.9181185,11.29656,2,KMeans
7.9338255,5.21319,0,KMeans
10.626933,4.9752707,0,KMeans
8.327788,7.4050016,0,KMeans
13.592606,13.440438,2,KMeans
7.363548,8.186049,0,KMeans
9.026525,1.8144846,3,KMeans
10.094506,3.2232647,0,KMeans
9.159843,6.5299335,0,KMeans
12.307919,11.033472,2,KMeans
11.381327,0.059664432,3,KMeans
5.067639,2.4788468,1,KMeans
10.006306,5.183011,0,KMeans
12.019559,1.661665,3,KMeans
8.565342,2.1544435,3,KMeans
12.041963,10.620491,2,KMeans
9.94392,5.906502,0,KMeans
9.393252,11.3483095,2,KMeans
12.282055,13.58319,2,KMeans
12.905429,10.365857,2,KMeans
10.765929,10.994135,2,KMeans
11.757982,2.906911,3,KMeans
12.85498,11.1883335,2,KMeans
9.926654,0.5217387,3,KMeans
10.184827,6.308417,0,KMeans
7.9686255,6.1483626,0,KMeans
9.281224,10.1845665,2,KMeans
11.909614,1.7140229,3,KMeans
10.250743,0.54577947,3,KMeans
11.042426,11.989374,2,KMeans
10.955003,2.9570527,0,KMeans
9.903961,8.637286,0,KMeans
12.588954,13.331892,2,KMeans
8.95148,10.249961,2,KMeans
11.606583,8.632481,0,KMeans
10.850027,6.202869,0,KMeans
9.820011,9.550182,0,KMeans
9.607414,5.3639736,0,KMeans
12.006782,1.850321,3,KMeans
9.8661585,0.11793094,3,KMeans
7.824152,8.476708,0,KMeans
8.776157,6.9913597,0,KMeans
11.012177,6.3798637,0,KMeans
11.292295,2.305948,3,KMeans
9.135615,5.8208632,0,KMeans
10.320647,1.2637851,3,KMeans
8.888925,0.6897118,3,KMeans
8.673166,10.317297,2,KMeans
12.785722,10.185608,2,KMeans
8.831753,6.45191,0,KMeans
9.855768,5.685106,0,KMeans
8.704037,4.566588,0,KMeans
10.413511,8.669636,0,KMeans
13.548982,13.371153,2,KMeans
10.20156,9.870333,2,KMeans
11.270608,1.0220774,3,KMeans
7.2105722,7.8890495,0,KMeans
10.808077,9.663166,2,KMeans
7.599842,9.459737,0,KMeans
11.900636,7.7863097,0,KMeans
12.685999,9.76534,2,KMeans
8.592052,5.6582775,0,KMeans
7.217322,9.130516,0,KMeans
9.0045595,4.3604493,0,KMeans
10.563709,4.260357,0,KMeans
8.38985,11.488028,2,KMeans
10.929363,2.4522817,3,KMeans
13.261991,13.610686,2,KMeans
9.125183,9.701389,2,KMeans
10.388379,9.265172,0,KMeans
8.158542,10.451148,2,KMeans
12.07875,13.101589,2,KMeans
10.430345,-0.87151873,3,KMeans
12.885693,11.028898,2,KMeans
12.634438,11.057742,2,KMeans
8.843448,5.9535265,0,KMeans
11.105005,1.6359518,3,KMeans
9.96388,-0.3798025,3,KMeans
11.086998,4.285041,0,KMeans
11.030816,7.094998,0,KMeans
9.09686,3.593212,0,KMeans
13.076134,12.8028555,2,KMeans
10.656668,1.9089044,3,KMeans
10.285806,2.1770046,3,KMeans
11.686762,2.0723612,3,KMeans
8.870624,10.379864,2,KMeans
9.185408,7.212333,0,KMeans
10.351728,5.11775,0,KMeans
9.116249,2.51798,3,KMeans
8.354872,4.017087,0,KMeans
9.8942795,9.360806,0,KMeans
12.037026,2.396305,3,KMeans
13.263331,10.374557,3,KMeans
6.773561,9.139163,0,KMeans
9.518293,-0.6859185,3,KMeans
11.3961315,2.418978,3,KMeans
12.095706,0.95589966,3,KMeans
12.665291,1.809891,3,KMeans
9.075091,0.19600095,3,KMeans
11.338751,9.807598,2,KMeans
11.247861,2.0530775,3,KMeans
10.883022,-0.020797132,3,KMeans
8.330227,4.2833123,0,KMeans
11.085267,10.9143305,2,KMeans
10.477359,9.465755,0,KMeans
12.447688,2.7849715,2,KMeans
9.773216,1.0055729,3,KMeans
11.648325,0.12622762,3,KMeans
8.859018,-0.36412233,3,KMeans
11.401904,2.1628428,3,KMeans
8.112418,7.479417,0,KMeans
11.815182,-0.31150776,3,KMeans
12.439638,10.418928,2,KMeans
6.474358,2.7844987,3,KMeans
12.9501705,10.616305,2,KMeans
8.910452,0.8968667,3,KMeans
12.67183,13.15783,2,KMeans
8.801077,-0.47726288,3,KMeans
10.52291,3.2644417,3,KMeans
11.454383,10.014464,2,KMeans
11.897292,7.81592,0,KMeans
8.947136,6.2333884,0,KMeans
8.3033285,7.4124117,0,KMeans
9.549669,9.396782,0,KMeans
7.0252876,9.62685,0,KMeans
10.671739,11.00154,2,KMeans
10.632239,0.37678924,3,KMeans
10.305015,0.4538261,3,KMeans
10.195645,3.489757,0,KMeans
8.668414,10.264937,2,KMeans
8.622626,7.8489394,0,KMeans
9.636632,4.326768,0,KMeans
9.608921,11.4795475,2,KMeans
11.691849,7.3734627,2,KMeans
9.526728,8.481266,0,KMeans
8.396731,7.6427045,0,KMeans
8.751142,2.1260293,3,KMeans
11.706914,12.115399,2,KMeans
9.965737,2.5630481,3,KMeans
11.6448345,-0.058652777,3,KMeans
10.586032,1.7379956,3,KMeans
11.158674,12.295419,2,KMeans
10.797154,11.262798,2,KMeans
12.394093,10.093947,2,KMeans
13.00154,11.318452,2,KMeans
9.494238,0.5580673,3,KMeans
8.624682,2.292849,3,KMeans
10.744789,10.437656,2,KMeans
11.861555,7.190877,0,KMeans
13.501489,13.265355,2,KMeans
9.846482,10.855582,2,KMeans
12.304469,12.837167,2,KMeans
10.336863,11.68188,2,KMeans
9.1490135,10.256456,2,KMeans
10.08241,4.0658107,0,KMeans
13.200062,12.567943,2,KMeans
8.100297,5.233536,0,KMeans
9.1321945,5.0043607,0,KMeans
9.135548,6.4915986,0,KMeans
9.454868,0.08869057,3,KMeans
12.405631,9.97219,2,KMeans
7.518568,8.982603,0,KMeans
8.46862,0.14072733,3,KMeans
10.372923,0.75433004,3,KMeans
8.021653,9.503444,0,KMeans
7.982797,7.737825,0,KMeans
9.908452,6.7686343,0,KMeans
11.613038,1.2481548,3,KMeans
8.638981,1.2827271,3,KMeans
8.118564,5.513789,0,KMeans
12.628001,1.4561511,2,KMeans
10.560959,12.1837015,2,KMeans
10.6604395,12.49199,2,KMeans
10.053493,7.2675977,0,KMeans
11.256767,11.067534,2,KMeans
12.045041,9.465438,2,KMeans
11.804801,0.8687577,3,KMeans
10.606323,12.4132595,2,KMeans
10.248631,9.92237,2,KMeans
7.0190806,10.194352,2,KMeans
10.72172,0.17396782,3,KMeans
11.966288,9.689067,2,KMeans
11.356701,7.242246,0,KMeans
10.890632,2.7519145,3,KMeans
12.494039,1.0151104,3,KMeans
12.134376,6.9216857,0,KMeans
12.161344,3.9962342,0,KMeans
8.422828,8.694645,0,KMeans
9.773183,9.948672,2,KMeans
8.348414,4.900833,0,KMeans
9.691715,3.5223546,0,KMeans
12.253159,8.361536,2,KMeans
11.213572,9.102732,0,KMeans
10.853621,9.101433,0,KMeans
10.155926,1.1330405,3,KMeans
9.2763195,2.6943,3,KMeans
12.773336,13.233451,2,KMeans
11.401497,3.2814238,3,KMeans
12.255045,9.435759,2,KMeans
9.546555,11.785965,2,KMeans
9.845435,1.8138779,3,KMeans
9.202948,9.741267,0,KMeans
12.136577,0.7561234,3,KMeans
12.580695,0.07572802,3,KMeans
10.082764,1.4826186,3,KMeans
8.275841,7.4587097,0,KMeans
10.628386,11.735255,2,KMeans
9.687507,8.8358135,0,KMeans
11.205594,3.6363025,0,KMeans
11.083337,5.670144,0,KMeans
9.76793,9.243385,0,KMeans
8.144794,9.299549,0,KMeans
13.152315,13.929651,2,KMeans
12.302592,0.23945022,3,KMeans
7.860977,8.070288,0,KMeans
8.785043,0.99895066,3,KMeans
10.146395,9.388279,0,KMeans
10.722969,0.6992496,3,KMeans
9.561335,0.64866155,3,KMeans
9.705319,7.6998653,0,KMeans
8.353576,7.156166,0,KMeans
12.018285,1.3172615,3,KMeans
8.186571,9.726117,0,KMeans
7.523165,10.761733,2,KMeans
7.605639,10.81538,2,KMeans
7.870804,5.5594153,0,KMeans
8.894102,9.53876,0,KMeans
11.932412,1.4759942,3,KMeans
9.143819,2.8042138,3,KMeans
10.967698,4.6054506,0,KMeans
12.940209,1.0566918,2,KMeans
11.611568,7.024444,0,KMeans
11.614543,0.83823276,3,KMeans
11.85443,1.4302464,3,KMeans
12.490586,11.756445,2,KMeans
10.42422,6.3037896,0,KMeans
9.826524,5.961905,0,KMeans
12.38896,7.5785127,0,KMeans
11.372669,11.530632,2,KMeans
11.588578,4.9304194,0,KMeans
10.668984,0.21664137,3,KMeans
11.352098,7.361283,0,KMeans
12.892994,13.761205,2,KMeans
12.911127,12.808584,2,KMeans
8.769183,5.7252893,0,KMeans
9.581713,8.203363,0,KMeans
11.134966,4.6714973,0,KMeans
10.704453,6.5343943,0,KMeans
12.258609,1.7157849,3,KMeans
11.054745,7.1416965,0,KMeans
13.010177,14.0360155,2,KMeans
9.328103,8.550198,0,KMeans
10.418248,3.0883229,3,KMeans
12.762713,9.567627,2,KMeans
11.052235,-0.73753613,3,KMeans
12.38688,8.10972,2,KMeans
12.804801,13.0630045,2,KMeans
10.231882,0.82692194,3,KMeans
8.470665,7.269359,0,KMeans
11.542895,8.988976,2,KMeans
9.027778,1.0064886,3,KMeans
13.215179,10.713137,2,KMeans
5.9035606,2.6156163,1,KMeans
9.363768,9.984519,2,KMeans
11.338386,2.4284785,3,KMeans
12.96235,11.307376,2,KMeans
9.910111,10.841175,2,KMeans
8.622087,10.223688,2,KMeans
9.265871,4.9212112,0,KMeans
10.836096,-0.74473566,3,KMeans
9.378165,5.3225484,0,KMeans
12.161791,2.8299778,3,KMeans
7.3219852,9.430681,0,KMeans
11.824552,-0.54115224,3,KMeans
12.557106,0.069040895,3,KMeans
11.133517,0.34837657,3,KMeans
10.861421,9.061965,0,KMeans
13.212464,13.497642,2,KMeans
11.519386,1.5923805,3,KMeans
12.103523,7.1681437,0,KMeans
9.788348,9.001913,0,KMeans
8.627599,-0.9106753,3,KMeans
9.048768,2.2393594,3,KMeans
9.124209,7.5221634,0,KMeans
9.051782,10.659408,2,KMeans
9.59297,7.676337,0,KMeans
8.543098,0.1303715,3,KMeans
10.159166,6.600429,0,KMeans
12.427222,6.914021,0,KMeans
9.099627,2.2711105,3,KMeans
12.155023,-0.41297594,3,KMeans
12.498999,9.821837,2,KMeans
10.779969,9.353864,0,KMeans
9.404656,0.036002204,3,KMeans
7.866134,5.254608,0,KMeans
13.355965,12.432956,2,KMeans
9.610616,4.7380123,0,KMeans
9.727311,-0.20918402,3,KMeans
11.6333065,3.9742692,0,KMeans
8.780692,0.009180475,3,KMeans
9.842456,8.929496,0,KMeans
9.820803,7.999859,0,KMeans
12.040057,2.3444784,3,KMeans
7.046081,3.0817742,0,KMeans
10.786633,-0.0571809,3,KMeans
12.161094,2.7994375,3,KMeans
11.9436,6.9305196,0,KMeans
12.658477,9.75895,2,KMeans
10.095837,8.024679,0,KMeans
9.917485,2.7245152,3,KMeans
9.235786,8.108578,0,KMeans
12.367999,3.0876637,2,KMeans
10.164895,9.305666,0,KMeans
11.974323,12.739156,2,KMeans
10.183008,10.292639,2,KMeans
10.600482,4.9855547,0,KMeans
10.760054,11.312356,2,KMeans
11.416181,7.2539062,0,KMeans
12.915302,9.781948,2,KMeans
12.241026,1.7465857,3,KMeans
10.485029,11.237856,2,KMeans
8.775509,2.5279286,3,KMeans
8.5655,1.1246015,3,KMeans
8.730082,10.396734,2,KMeans
9.001113,11.619229,2,KMeans
12.333057,12.858492,2,KMeans
10.71214,11.388007,2,KMeans
9.591222,2.5798388,3,KMeans
12.441562,10.048364,2,KMeans
11.544215,8.169468,0,KMeans
10.185954,3.7121933,0,KMeans
9.602613,4.2124877,0,KMeans
13.142218,10.415683,2,KMeans
12.813041,8.079901,2,KMeans
9.099826,1.0064268,3,KMeans
12.616512,-0.5803451,3,KMeans
7.905916,6.966498,0,KMeans
11.777375,11.582206,2,KMeans
10.306537,0.10558244,3,KMeans
9.18368,8.190379,0,KMeans
9.428197,7.3624883,0,KMeans
12.000674,4.311682,0,KMeans
5.9687304,2.7705896,1,KMeans
10.589699,10.80604,2,KMeans
11.943735,6.8882647,0,KMeans
11.594825,9.624465,2,KMeans
6.7417893,9.532797,0,KMeans
6.9342566,2.3487723,3,KMeans
13.497131,13.497312,2,KMeans
9.749509,9.002042,0,KMeans
11.47755,1.6234679,3,KMeans
12.120122,0.51326853,3,KMeans
9.440316,9.306628,0,KMeans
7.856947,11.104439,2,KMeans
6.7132006,9.540596,0,KMeans
9.404335,8.257321,0,KMeans
10.806687,11.326641,2,KMeans
11.891435,11.118324,2,KMeans
9.26658,6.523106,0,KMeans
11.566795,10.846402,2,KMeans
5.4864054,2.565236,1,KMeans
8.413006,3.811509,0,KMeans
12.754207,12.389593,2,KMeans
13.5344095,12.141929,2,KMeans
12.17551,6.4644475,0,KMeans
9.65385,6.584647,0,KMeans
11.473151,2.4033933,3,KMeans
12.640939,1.6123177,3,KMeans
9.834306,9.395888,0,KMeans
11.736466,3.366176,0,KMeans
8.950499,6.7362475,0,KMeans
10.016601,6.4680624,0,KMeans
9.768619,1.2932494,3,KMeans
9.35585,9.16969,0,KMeans
10.513571,4.4001718,0,KMeans
11.775739,1.3669627,3,KMeans
7.2578034,10.48253,2,KMeans
12.624941,1.2441882,2,KMeans
10.894739,10.235935,2,KMeans
10.325632,-0.9082068,3,KMeans
10.008336,11.30976,2,KMeans
12.295476,7.828654,0,KMeans
11.8954115,3.177298,3,KMeans
7.2266765,9.400747,0,KMeans
8.851207,-0.9489842,3,KMeans
12.409265,10.168063,2,KMeans
11.69885,4.6034603,0,KMeans
10.997083,4.1012373,0,KMeans
10.124125,1.5595112,3,KMeans
10.881007,2.8085647,3,KMeans
9.325022,2.2320135,3,KMeans
10.214653,6.334941,0,KMeans
7.9780793,9.218749,0,KMeans
10.688307,0.4681317,3,KMeans
10.810813,11.961965,2,KMeans
9.48841,0.26403147,3,KMeans
9.71533,12.0773325,2,KMeans
8.993857,3.6789207,0,KMeans
8.661856,-0.7808331,3,KMeans
10.762054,10.369921,2,KMeans
8.562724,3.636728,0,KMeans
12.291371,13.69313,2,KMeans
11.995995,4.2813654,0,KMeans
6.1235166,2.8510902,1,KMeans
11.993851,9.417776,2,KMeans
9.978179,9.766739,0,KMeans
9.839688,10.0756645,2,KMeans
11.049804,9.055388,0,KMeans
10.628081,5.5494485,0,KMeans
10.051713,1.1626717,3,KMeans
11.83404,-0.5156685,3,KMeans
10.129588,6.3391004,0,KMeans
10.296862,9.95744,2,KMeans
10.722129,8.241581,0,KMeans
12.449061,1.1911322,2,KMeans
8.542863,2.4889503,3,KMeans
10.769581,0.061312463,3,KMeans
9.205696,11.76152,2,KMeans
10.410272,2.3563776,3,KMeans
11.549748,0.8061174,3,KMeans
10.83334,6.2958574,0,KMeans
8.949615,0.94947666,3,KMeans
12.462593,8.450761,2,KMeans
10.901849,2.1478598,3,KMeans
8.169508,11.171043,2,KMeans
10.659991,1.333449,3,KMeans
11.906191,-0.8466509,3,KMeans
11.581599,7.4924245,0,KMeans
10.8335285,3.074313,3,KMeans
11.497357,0.92107534,3,KMeans
9.776158,4.292299,0,KMeans
11.205472,9.205494,2,KMeans
9.129261,4.707604,0,KMeans
11.141042,12.369421,2,KMeans
11.562117,9.187414,2,KMeans
10.504374,6.2569127,0,KMeans
7.8074484,9.735573,0,KMeans
11.355,2.2031145,3,KMeans
10.109995,10.75404,2,KMeans
12.141246,7.021835,0,KMeans
10.917185,11.890515,2,KMeans
12.331109,7.934274,2,KMeans
10.397741,1.3519069,3,KMeans
13.345472,13.347657,2,KMeans
8.999004,7.286842,0,KMeans
11.249961,1.2391211,3,KMeans
9.239244,5.5816307,0,KMeans
10.045986,12.002576,2,KMeans
9.094064,3.0579834,0,KMeans
10.982785,2.042781,3,KMeans
6.742169,9.898592,2,KMeans
8.3651495,5.510374,0,KMeans
8.162033,10.759455,2,KMeans
7.716473,6.038014,0,KMeans
10.334727,10.834794,2,KMeans
8.563258,6.2800736,0,KMeans
11.159081,1.8287983,3,KMeans
8.170776,9.171492,0,KMeans
10.573364,7.73475,0,KMeans
9.966193,7.2990785,0,KMeans
6.7670293,9.947728,0,KMeans
9.0984335,10.27799,2,KMeans
9.799783,1.9530133,3,KMeans
11.69175,4.382717,0,KMeans
12.635835,9.736575,2,KMeans
12.548069,11.952358,2,KMeans
9.184799,-0.7079608,3,KMeans
7.652582,6.3398385,0,KMeans
11.632321,0.90763867,3,KMeans
12.934526,11.360565,2,KMeans
10.754612,9.232609,2,KMeans
8.791802,2.6369922,3,KMeans
10.344939,7.637,0,KMeans
10.473416,1.8033009,3,KMeans
12.990701,12.592332,2,KMeans
9.599513,3.7244666,0,KMeans
4.3335505,2.2925084,1,KMeans
9.262223,1.2139643,3,KMeans
11.985819,9.94405,2,KMeans
8.629416,9.426216,0,KMeans
12.1564045,-0.5593451,3,KMeans
8.977609,10.220998,2,KMeans
12.682698,12.093881,2,KMeans
10.56808,8.228669,0,KMeans
11.040758,8.832028,0,KMeans
11.497347,12.651501,2,KMeans
10.354853,1.2041652,3,KMeans
10.482043,0.082013205,3,KMeans
8.837499,11.824361,2,KMeans
13.461594,13.134232,2,KMeans
11.321347,12.9508705,2,KMeans
11.930644,7.8483744,2,KMeans
8.565534,6.1550903,0,KMeans
11.256435,4.2587633,0,KMeans
9.713164,2.8139,0,KMeans
11.029815,10.868699,2,KMeans
11.112856,11.548585,2,KMeans
7.940795,11.465133,2,KMeans
9.288229,4.525883,0,KMeans
10.462315,1.8948557,3,KMeans
11.501315,9.3920145,2,KMeans
8.571846,7.8795757,0,KMeans
7.4888844,9.020197,0,KMeans
11.06539,9.052023,2,KMeans
12.4673815,-0.7284847,3,KMeans
9.34861,11.104307,2,KMeans
10.357147,3.8295586,0,KMeans
8.956588,3.9829633,0,KMeans
9.847144,9.728555,2,KMeans
8.882023,5.7104816,0,KMeans
12.040231,1.3401744,3,KMeans
9.014122,2.561223,3,KMeans
12.370998,13.701978,2,KMeans
7.4269013,7.9153957,0,KMeans
8.205318,7.6171207,0,KMeans
10.74072,12.210792,2,KMeans
10.712363,7.436801,0,KMeans
8.290389,9.389134,0,KMeans
12.374182,10.136121,2,KMeans
9.974128,11.196432,2,KMeans
8.676336,8.744452,0,KMeans
12.880256,12.023743,2,KMeans
9.839253,3.1812189,3,KMeans
5.3893204,2.5583472,1,KMeans
9.538746,9.982099,2,KMeans
11.378071,8.490541,0,KMeans
8.630446,2.7158802,0,KMeans
9.233413,5.3266754,0,KMeans
7.738673,6.03549,0,KMeans
11.389885,1.0599283,3,KMeans
11.2474785,1.005445,3,KMeans
9.735565,3.5518057,0,KMeans
8.757423,2.427828,3,KMeans
9.755675,0.5468557,3,KMeans
12.518176,10.533032,2,KMeans
13.064493,12.309533,2,KMeans
12.369671,9.143557,2,KMeans
11.907007,1.04259,3,KMeans
9.726708,8.062924,0,KMeans
11.219219,10.756531,2,KMeans
11.916409,1.9725121,3,KMeans
9.640111,7.4759192,0,KMeans
9.4979925,9.725787,2,KMeans
10.6381,6.338953,0,KMeans
6.614634,9.534211,0,KMeans
8.997451,7.744327,0,KMeans
12.539926,1.2865256,2,KMeans
12.590467,-0.17965499,3,KMeans
11.057892,4.011382,0,KMeans
11.549583,5.764558,0,KMeans
11.006029,0.23637798,3,KMeans
10.705529,3.0917027,3,KMeans
10.884196,-0.48675138,3,KMeans
9.778869,4.036107,0,KMeans
9.868174,8.629843,0,KMeans
10.7432,6.116145,0,KMeans
12.6913185,11.454868,2,KMeans
11.140396,3.4397862,3,KMeans
10.051635,11.698937,2,KMeans
12.721145,13.6211605,2,KMeans
8.628197,5.2994285,0,KMeans
9.756567,3.281285,3,KMeans
7.077411,3.0670183,0,KMeans
11.649144,-0.15818399,3,KMeans
12.374186,10.348475,2,KMeans
8.682853,-0.6390835,3,KMeans
7.449615,10.462259,2,KMeans
10.056162,5.09133,0,KMeans
9.492476,10.651064,2,KMeans
11.685371,8.659142,0,KMeans
9.707421,4.9880276,0,KMeans
11.059873,10.599629,2,KMeans
12.595001,1.6046934,3,KMeans
8.453994,11.029527,2,KMeans
12.687096,2.0241208,2,KMeans
11.261082,8.0317955,0,KMeans
8.089781,6.390786,0,KMeans
10.945966,11.254398,2,KMeans
11.492042,7.3137774,0,KMeans
12.1531315,6.7068353,0,KMeans
9.924599,5.595713,0,KMeans
11.759869,1.8014386,3,KMeans
10.994204,7.332942,0,KMeans
9.801694,7.3202887,0,KMeans
11.267521,5.1460176,0,KMeans
9.074854,4.766995,0,KMeans
13.028799,11.4456,2,KMeans
8.669932,0.47521982,3,KMeans
11.770715,10.926878,2,KMeans
11.767444,3.8800442,0,KMeans
8.04163,9.398101,0,KMeans
12.239558,0.6501005,3,KMeans
8.250102,5.9826107,0,KMeans
10.575541,-0.45641443,3,KMeans
8.263322,11.381557,2,KMeans
9.788005,8.708323,0,KMeans
11.122603,10.612166,2,KMeans
7.8672185,6.0566673,0,KMeans
8.558687,7.0344944,0,KMeans
8.542099,7.6087995,0,KMeans
8.631602,4.646106,0,KMeans
4.801515,2.4410045,1,KMeans
9.60472,3.5953686,0,KMeans
8.009546,8.279704,0,KMeans
8.436495,9.359619,0,KMeans
11.602308,-0.7593421,3,KMeans
10.373068,3.2127097,3,KMeans
10.329584,0.71272194,3,KMeans
11.588975,2.1683354,3,KMeans
9.022739,11.657066,2,KMeans
11.541025,2.531683,3,KMeans
10.398035,2.7420363,3,KMeans
10.274004,1.6734483,3,KMeans
11.387757,9.186676,2,KMeans
6.932319,8.68767,0,KMeans
11.061566,1.9936239,3,KMeans
9.805302,0.36267683,3,KMeans
7.749419,11.231025,2,KMeans
10.492259,6.4341164,0,KMeans
10.702591,12.074014,2,KMeans
8.009146,9.264207,0,KMeans
9.386218,2.6200507,3,KMeans
8.243743,10.279178,2,KMeans
12.187511,13.720606,2,KMeans
11.414259,7.209634,0,KMeans
11.869295,10.741219,2,KMeans
11.002146,11.472752,2,KMeans
12.115385,10.199495,2,KMeans
6.683869,9.4638605,0,KMeans
10.12964,8.187569,0,KMeans
11.244014,4.3109965,0,KMeans
12.621517,13.117096,2,KMeans
12.61971,13.057256,2,KMeans
11.292072,3.9477108,0,KMeans
12.97976,13.2023115,2,KMeans
10.601088,2.8220522,3,KMeans
8.5238905,4.0228667,0,KMeans
9.595711,10.125132,2,KMeans
8.872456,10.97956,2,KMeans
8.350108,7.0004163,0,KMeans
13.457786,12.312272,2,KMeans
8.853165,9.643416,0,KMeans
11.902337,9.882103,2,KMeans
10.601392,-0.9129703,3,KMeans
10.697787,8.646268,0,KMeans
8.90792,10.085859,2,KMeans
9.778164,11.105874,2,KMeans
8.312321,9.0533085,0,KMeans
12.711975,12.721938,2,KMeans
9.989415,8.351141,0,KMeans
12.225738,7.55833,0,KMeans
11.379738,5.688196,0,KMeans
9.812222,10.103664,2,KMeans
8.74963,6.679578,0,KMeans
10.346678,1.761913,3,KMeans
7.045184,9.387195,0,KMeans
10.906459,4.106633,0,KMeans
9.246132,10.2246475,2,KMeans
6.4694467,9.52855,0,KMeans
12.426081,9.275276,2,KMeans
11.48893,7.1628213,0,KMeans
9.725349,9.993452,2,KMeans
