feature,importance,model
pct_long_term_sick,0.2372644636842148,Hybrid_GMM
pct_students,0.14436729410345694,Hybrid_GMM
pct_home_family,0.13933548779170504,Hybrid_GMM
imd,0.12094872736764613,Hybrid_GMM
pct_unemployed,0.11863043335694196,Hybrid_GMM
pct_retired,0.09643813293445275,Hybrid_GMM
pct_econ_active,0.07129592532041644,Hybrid_GMM
pct_econ_inactive,0.04322299160655565,Hybrid_GMM
pct_self_employed,0.028496543834610342,Hybrid_GMM
