umap_x,umap_y,cluster,confidence,model
10.167157,2.026043,1,0.9950685764761484,GMM
10.54285,4.1783757,1,0.984670897234601,GMM
11.39128,1.08378,1,0.9938105302997055,GMM
10.428741,1.6876472,1,0.9758805511689607,GMM
10.074965,5.7588673,0,0.9398216542787732,GMM
13.481891,12.011268,0,0.9962611954094738,GMM
10.180534,10.098276,0,0.9985339555221531,GMM
12.901576,10.607743,0,0.9881718354360086,GMM
10.004628,7.891592,0,0.9842162630533684,GMM
9.197659,6.4123144,0,0.9015074694951596,GMM
11.581325,3.2862031,1,0.9760317181877696,GMM
9.216019,9.23767,0,0.9985227495168543,GMM
11.674353,6.3566275,0,0.7205602804359253,GMM
10.42858,7.504967,0,0.9998905544139295,GMM
9.527705,1.8470467,1,0.9929258832315411,GMM
11.3023405,12.967836,0,0.9996332889936694,GMM
11.118773,8.996467,0,0.9913471132041085,GMM
8.373112,4.2691813,1,0.9801313060223187,GMM
10.937385,3.6657622,1,0.9320599902042807,GMM
8.806519,8.524535,0,0.9880204670336498,GMM
10.633551,1.5462118,1,0.9976748328779369,GMM
9.929653,11.570989,0,0.9997766531579401,GMM
11.659795,2.848592,1,0.8836506248053057,GMM
7.4634976,7.972676,1,0.7916602232636508,GMM
8.751519,-0.6298102,1,0.740269394143683,GMM
12.046959,10.304834,0,0.9948332717080021,GMM
7.9864306,10.465051,0,0.976782356465823,GMM
12.063401,2.0743299,1,0.7208450751039286,GMM
9.147086,10.251889,0,0.9343651511705438,GMM
10.196323,7.979011,0,0.9805839773245939,GMM
10.500806,11.204629,0,0.9993477121856393,GMM
11.189212,11.72286,0,0.9995730876964771,GMM
11.469782,-0.1635094,1,0.9705747103951102,GMM
11.652936,5.756556,0,0.8754777125863697,GMM
4.619767,2.3816435,2,1.0,GMM
6.4769692,3.021219,2,1.0,GMM
8.938822,4.1202807,1,0.8516000349640205,GMM
12.243561,10.839124,0,0.9973541382983272,GMM
10.226355,9.22601,0,0.9979756871931081,GMM
8.661146,2.1266067,1,0.9911920649253945,GMM
12.175575,6.309908,0,0.8600299710554586,GMM
12.36936,3.1236892,1,0.8870559686136412,GMM
9.127971,8.907028,0,0.7368767346989956,GMM
12.737745,0.22396107,3,0.6010762080112079,GMM
11.509191,11.060035,0,0.9991570871617467,GMM
8.599831,8.820878,0,0.9936091772398221,GMM
12.662763,13.90653,0,0.9995806845455288,GMM
8.485597,6.961031,0,0.9922267645034929,GMM
7.9425697,6.4060326,0,0.9767252641244402,GMM
11.239299,4.6088963,1,0.8054024184265764,GMM
10.128782,4.0385103,1,0.7583967526679182,GMM
12.202161,9.914331,0,0.9892142665534678,GMM
10.679722,1.085898,1,0.9589307400284262,GMM
8.551009,2.491789,1,0.9892152278825509,GMM
9.77601,3.9587343,1,0.8929543319226053,GMM
6.7478833,2.951533,2,0.9999999999999982,GMM
12.868115,13.468543,0,0.9996942438150563,GMM
10.022456,4.9753785,1,0.7213506868037368,GMM
10.571038,10.508639,0,0.9998580480932173,GMM
11.682911,10.254836,0,0.9934270652382705,GMM
10.450346,8.9912815,0,0.992331546841108,GMM
10.079217,2.3920648,2,0.7285699164949111,GMM
7.817489,6.2616973,0,0.8751249349239576,GMM
9.04762,3.2356088,1,0.5055426026963361,GMM
10.784259,3.3550606,0,0.5043597809772862,GMM
11.466591,2.1139474,1,0.9933665320505969,GMM
10.069031,7.0210485,0,0.9954222432204168,GMM
8.619573,5.801372,0,0.9922758723153715,GMM
9.533327,1.9280351,1,0.9140898390434068,GMM
11.531305,2.9676955,1,0.5769130731558483,GMM
9.637845,10.950306,0,0.6667348006173323,GMM
9.649179,9.624008,0,0.9981988770586517,GMM
9.039013,6.074377,0,0.9850768387062282,GMM
10.231828,2.1152172,1,0.9959814325313902,GMM
8.568633,-0.66655135,2,0.9990594106840562,GMM
10.891547,6.176074,0,0.9980561654305737,GMM
10.049442,8.908776,0,0.9973545402463992,GMM
12.568798,13.510857,0,0.9957249936391138,GMM
12.648742,8.7040415,0,0.9875949564971054,GMM
9.576478,1.9660299,1,0.9939455929203636,GMM
10.308681,9.956425,0,0.9996746455229687,GMM
11.80616,8.408247,0,0.9544346824303739,GMM
8.599105,8.469646,0,0.9706811359354277,GMM
12.840319,1.5692018,1,0.9610484041833014,GMM
11.690035,6.1400466,0,0.7969447566122296,GMM
10.20038,5.290858,1,0.674580504394306,GMM
10.201085,7.053919,0,0.9770153026724993,GMM
11.239942,7.7108436,1,0.7272284848658297,GMM
8.635691,8.552426,0,0.9917914098852303,GMM
12.468472,2.4442382,1,0.9732805793091789,GMM
8.343318,4.5928926,0,0.5774786577712081,GMM
7.4143586,10.050971,0,0.9988452555305505,GMM
12.382273,7.280702,0,0.9319130885784767,GMM
12.783016,13.490712,0,0.9994946353394333,GMM
10.371802,7.189268,0,0.8363840820825503,GMM
10.110242,3.5605564,1,0.9818093533458051,GMM
7.9638762,8.914929,0,0.9739450372887244,GMM
10.102224,8.461144,0,0.9790258890432019,GMM
9.7760315,1.7906529,1,0.9874760863284682,GMM
10.403032,6.1794815,2,0.9999438003061901,GMM
9.944656,8.384409,0,0.979014010580818,GMM
9.1804695,3.0757005,1,0.9518937013552091,GMM
12.206995,13.539816,0,0.9995470784673568,GMM
10.7884245,7.191611,0,0.9241676925704827,GMM
9.680191,9.29299,0,0.9991326934991621,GMM
10.9866705,3.9709454,0,0.6003069273993508,GMM
7.8974543,8.5618725,0,0.8318611800754419,GMM
8.629034,2.1630788,1,0.8406648867787901,GMM
10.961738,8.983779,1,0.6582522050029727,GMM
13.2959585,13.504525,0,0.9908556460329715,GMM
12.1987,0.7042566,1,0.6796936157729303,GMM
11.394543,7.602786,1,0.9018281240721825,GMM
8.82001,8.065943,0,0.9790165245280139,GMM
9.999022,0.20176353,1,0.9974300015993632,GMM
8.211675,6.056823,1,0.7093778016755725,GMM
10.04593,7.0969353,0,0.9832822860654642,GMM
9.245858,10.519458,0,0.9985979106979977,GMM
8.200996,11.127152,0,0.9997792039657467,GMM
11.382891,2.1778734,1,0.989232951125982,GMM
11.547016,0.59173495,1,0.9891646849710988,GMM
11.1827965,7.415291,0,0.8996557175243035,GMM
8.78083,2.0116026,1,0.9821594834499133,GMM
9.564162,3.5562086,1,0.8110234835914918,GMM
8.962996,3.2806737,1,0.9924441658226011,GMM
13.24827,11.787338,0,0.9967967620842668,GMM
9.119778,3.0175536,1,0.9040401534814865,GMM
8.60422,8.335504,0,0.9203944103290085,GMM
9.993294,2.9742324,1,0.9826636875554187,GMM
9.82865,3.4158263,1,0.9944223602023509,GMM
11.261185,1.2692055,1,0.9935700288496649,GMM
10.4491005,7.6455603,0,0.9847035822692909,GMM
13.0805435,11.656269,0,0.993680311915843,GMM
12.986717,11.748023,0,0.8473412496770253,GMM
9.806001,10.326574,0,0.9998816271286104,GMM
10.710093,9.83746,0,0.99971236631354,GMM
12.738454,-0.11845432,3,0.7069340335995554,GMM
12.096911,10.552494,0,0.9662260437132916,GMM
10.421952,8.648786,0,0.9782157965528273,GMM
11.757357,3.4564192,1,0.9914253023934322,GMM
10.960791,8.108192,0,0.9345775434103554,GMM
9.238081,6.7814217,0,0.9574319929117519,GMM
9.56121,7.520963,0,0.9845303080825063,GMM
12.161787,12.094631,0,0.9990478198133873,GMM
12.463721,12.112278,0,0.9993679032762788,GMM
